ID;Sex;Age;State;Account length;Phone number;Plans;Number vmail messages;Total day minutes;Total day calls;Total day charge;Total eve minutes;Total eve calls;Total eve charge;Total night minutes;Total night calls;Total night charge;Total intl minutes;Total intl calls;Total intl charge;Total charge;Customer service calls;Churn
36682;Male;34.0;NV;107;510 194 46 77;International;0;234.1;91.0;39.8;163.1;105.0;13.86;282.5;100.0;12.71;10.0;3.0;2.7;69.07;1;False
68813;Female;;AR;107;415 767 65 60;International;0;133.3;106.0;22.66;182.9;89.0;15.55;241.1;123.0;10.85;12.9;2.0;3.48;52.54;3;True
94194;Male;36.0;MT;138;415 758 24 26;None;0;133.9;87.0;22.76;166.4;110.0;14.14;193.5;139.0;8.71;15.4;3.0;4.16;49.77;1;False
23962;Male;42.0;CT;103;510 147 61 32;None;0;160.2;104.0;27.23;138.9;70.0;11.81;312.5;97.0;14.06;9.7;2.0;2.62;55.72;0;False
11264;Female;35.0;UT;116;415 974 37 13;Voice mail;44;230.6;94.0;39.2;224.1;103.0;19.05;244.0;76.0;10.98;11.1;2.0;3.0;72.23;0;False
27620;Male;23.0;GA;189;408 265 25 56;None;0;227.4;84.0;38.66;176.0;81.0;14.96;206.1;120.0;9.27;6.3;4.0;1.7;64.59;2;False
39144;Female;;NV;161;415 754 53 48;None;0;72.8;120.0;12.38;267.1;120.0;22.7;222.5;91.0;10.01;11.8;2.0;3.19;48.28;2;False
42723;Male;23.0;TN;1;415 754 70 38;None;0;196.1;107.0;33.34;296.5;82.0;25.2;211.5;91.0;9.52;7.0;2.0;1.89;69.95;1;False
37225;Male;;DE;89;408 540 70 59;None;0;197.1;110.0;33.51;165.9;115.0;14.1;227.3;106.0;10.23;12.8;3.0;3.46;61.3;1;False
71349;Female;50.0;NY;64;408 574 93 12;None;0;219.6;126.0;37.33;303.3;100.0;25.78;154.5;65.0;6.95;9.7;5.0;2.62;72.68;1;False
14768;Male;39.0;MT;126;415 486 59 49;Voice mail;30;153.4;90.0;26.08;151.4;97.0;12.87;153.8;97.0;6.92;12.8;4.0;3.46;49.33;4;True
47723;Male;24.0;IA;129;415 599 85 89;None;0;216.0;85.0;36.72;186.9;114.0;15.89;210.7;109.0;9.48;4.9;10.0;1.32;63.41;2;False
60873;Female;;VT;128;510 920 50 10;Voice mail;32;222.9;136.0;37.89;262.0;80.0;22.27;191.4;101.0;8.61;10.8;4.0;2.92;71.69;0;False
45269;Male;;LA;81;415 335 11 37;Voice mail;36;115.9;120.0;19.7;236.6;95.0;20.11;255.0;90.0;11.48;11.7;6.0;3.16;54.45;3;False
24025;Male;;MT;114;510 143 80 67;None;0;189.8;101.0;32.27;147.7;80.0;12.55;172.7;121.0;7.77;10.6;5.0;2.86;55.45;1;False
51497;Female;;NH;50;408 785 76 62;None;0;154.7;102.0;26.3;298.0;108.0;25.33;210.2;95.0;9.46;11.1;3.0;3.0;64.09;0;False
93429;Female;40.0;WV;86;415 255 59 82;None;0;136.4;104.0;23.19;202.5;110.0;17.21;230.7;86.0;10.38;11.5;1.0;3.11;53.89;3;False
97765;Male;;ID;96;408 661 31 57;;0;170.5;86.0;28.99;277.5;88.0;23.59;162.5;117.0;7.31;12.2;6.0;3.29;63.18;1;False
53103;Male;;AZ;72;510 948 31 12;None;0;272.4;88.0;46.31;107.9;125.0;9.17;185.5;81.0;8.35;12.7;2.0;3.43;67.26;0;False
62069;Male;37.0;SC;64;510 753 88 47;Voice mail;40;210.0;116.0;35.7;232.7;89.0;19.78;168.8;94.0;7.6;5.9;4.0;1.59;64.67;8;False
34003;Male;;WV;57;415 911 15 40;International, Voice mail;17;236.5;94.0;40.21;163.1;94.0;13.86;236.7;117.0;10.65;12.2;3.0;3.29;68.01;2;False
77117;Female;31.0;OH;65;510 120 54 62;None;0;153.9;117.0;26.16;220.1;122.0;18.71;280.5;147.0;12.62;8.5;3.0;2.3;59.79;2;False
11521;Female;;MD;163;408 153 55 27;None;0;223.0;120.0;37.91;227.0;98.0;19.3;188.3;125.0;8.47;8.8;5.0;2.38;68.06;1;False
40352;Female;48.0;MD;136;415 305 18 84;None;0;252,4;74.0;42.91;167.9;81.0;14.27;248.3;110.0;11.17;10.7;3.0;2.89;71.24;2;False
51024;Female;28.0;MN;116;408 672 86 28;None;0;197.9;84.0;33.64;168.1;113.0;14.29;239.8;145.0;10.79;12.0;6.0;3.24;61.96;1;False
26356;Male;45.0;NE;93;408 892 30 78;None;0;152.4;74.0;25.91;274.6;88.0;23.34;252.2;120.0;11.35;6.6;5.0;1.78;62.38;3;False
48916;Male;37.0;MN;142;510 227 94 68;Voice mail;40;237.4;105.0;40.36;175.9;93.0;14.95;210.3;110.0;9.46;9.2;3.0;2.48;67.25;3;False
18217;Female;;NY;92;408 246 11 94;None;0;265.6;82.0;45.15;180.7;75.0;15.36;211.1;113.0;9.5;8.6;2.0;2.32;72.33;1;False
66210;Male;;HI;70;415 606 54 39;None;0;197.3;91.0;33.54;305.8;81.0;25.99;171.0;105.0;7.69;6.7;6.0;1.81;69.03;1;False
18154;Male;;MO;22;408 555 73 86;Voice mail;14;199.1;100.0;33.85;221.8;103.0;18.85;65.7;91.0;2.96;4.2;1.0;1.13;56.79;1;False
64975;Male;34.0;NV;37;415 384 95 38;None;0;233.7;114.0;39.73;207.9;109.0;17.67;212.7;101.0;9.57;12.0;2.0;3.24;70.21;2;False
47971;Male;33.0;MA;51;415 614 13 26;None;0;183.1;99.0;31.13;160.1;107.0;13.61;311.8;121.0;14.03;7.0;3.0;1.89;60.66;1;False
64478;Female;;NH;174;408 944 60 83;None;0;139.4;96.0;23.7;143.4;108.0;12.19;225.2;107.0;10.13;10.0;5.0;2.7;48.72;2;False
96590;Male;;UT;68;415 409 38 64;None;0;213.9;112.0;36.36;260.5;100.0;22.14;233.8;97.0;10.52;8,4;3.0;2.27;71.29;1;True
53592;Male;;FL;130;415 107 14 40;None;0;207.1;70.0;35.21;200.1;115.0;17.01;194.2;100.0;8.74;12.4;2.0;3.35;64.31;1;False
80315;Female;36.0;WA;104;415 719 65 45;None;0;139.7;78.0;23.75;202.6;119.0;17.22;203.6;102.0;9.16;11.3;5.0;3.05;53.18;2;False
21810;Male;33.0;CT;134;408 997 89 77;None;0;177.2;91.0;30.12;228.7;105.0;19.44;194.3;113.0;8.74;8.9;3.0;2.4;60.7;2;False
96124;Male;;KY;108;415 795 41 62;Voice mail;35;169.8;136.0;28.87;173.7;101.0;14.76;214.6;105.0;9.66;9.5;7.0;2.57;55.86;2;False
51302;Female;40.0;NM;103;415 882 47 91;None;0;173.5;83.0;29.5;244.3;65.0;20.77;221.6;66.0;9.97;9.7;2.0;2.62;62.86;3;False
59060;Female;45.0;ND;62;510 289 57 60;None;0;159.9;100.0;27.18;172.2;99.0;14.64;263.2;109.0;11.84;5.6;4.0;1.51;55.17;1;False
68567;Female;33.0;NV;162;415 744 69 73;None;0;115.1;89.0;19.57;196.8;111.0;16.73;212.4;98.0;9.56;11.4;3.0;3.08;48.94;2;False
44628;Male;;CA;93;510 212 44 42;Voice mail;19;136.8;113.0;23.26;179.5;105.0;15.26;71.1;95.0;3.2;12.5;3.0;3.38;45.1;2;False
65399;Male;29.0;ID;42;415 836 67 82;None;0;92.2;108.0;15.67;211.2;120.0;17.95;129.1;73.0;5.81;13.1;6.0;3.54;42.97;1;False
71821;Female;;OK;155;415 937 22 73;Voice mail;23;243.9;112.0;41.46;133.0;106.0;11.31;213.7;123.0;9.62;13.4;11.0;3.62;66.01;2;False
17725;Female;29.0;IA;36;510 641 91 88;None;0;117.1;94.0;19.91;235.4;117.0;20.01;221.3;108.0;9.96;9.0;2.0;2.43;52.31;0;False
28147;Female;25.0;OH;143;415 247 57 94;None;0;223.3;99.0;37.96;167.1;128.0;14.2;203.0;84.0;9.14;4.5;4.0;1.22;62.52;0;True
20781;Male;43.0;NJ;197;510 259 64 90;None;0;154.8;111.0;26.32;171.5;102.0;14.58;227.3;86.0;10.23;10.6;2.0;2.86;53.99;3;False
67127;Male;38.0;IA;81;510 855 48 77;None;0;261.4;141.0;44.44;215.7;102.0;18.33;271.8;96.0;12.23;8.0;6.0;2.16;77.16;1;True
60320;Male;35.0;DE;138;510 943 67 95;International;0;46.5;104.0;7.91;186.0;114.0;15.81;167.5;95.0;7.54;9.6;4.0;2.59;33.85;4;True
24347;Male;34.0;CA;103;415 863 91 54;Voice mail;18;149.9;84.0;25.48;170.9;84.0;14.53;171.5;112.0;7.72;11.5;7.0;3.11;50.84;0;True
41834;Male;;WY;127;510 116 71 46;International;0;242.2;102.0;41.17;226.1;80.0;19.22;252.0;96.0;11.34;13.9;5.0;3.75;75.48;2;True
32445;Male;30.0;OR;136;510 243 54 42;None;0;259.4;99.0;44.1;172.7;125.0;14.68;293.7;78.0;13.22;10.7;6.0;2.89;74.89;1;True
43133;Male;;ME;99;415 342 27 30;None;0;222.4;102.0;37.81;185.8;89.0;15.79;237.7;81.0;10.7;12.0;8.0;3.24;67.54;2;False
19065;Female;37.0;AR;95;415 320 72 15;None;0;69.4;79.0;11.8;190.8;109.0;16.22;219.9;102.0;9.9;8.9;5.0;2.4;40.32;0;False
90535;Male;41.0;ME;118;408 358 37 90;International, Voice mail;21;156.5;122.0;26.61;209.2;125.0;17.78;158.7;81.0;7.14;11.1;3.0;3.0;54.53;4;True
86118;Male;;WV;113;415 716 33 60;None;0;61.2;111.0;10.4;92.3;88.0;7.85;197.4;114.0;8.88;13.7;3.0;3.7;30.83;5;True
58631;Female;41.0;PA;128;408 571 10 50;International;0;245.2;112.0;41.68;101.5;101.0;8.63;152.3;116.0;6.85;10.7;5.0;2.89;60.05;0;False
91915;Male;32.0;HI;117;408 377 88 26;None;0;102.3;100.0;17.39;135.2;104.0;11.49;199.7;93.0;8.99;15.7;10.0;4.24;42.11;3;False
47084;Male;33.0;MT;48;415 896 17 50;Voice mail;36;230.9;92.0;39.25;167.6;121.0;14.25;270.0;87.0;12.15;7.6;4.0;2.05;67.7;3;False
66492;Male;;DC;81;510 572 31 19;International;0;227.4;105.0;38.66;211.5;120.0;17.98;258.2;113.0;11.62;11.9;3.0;3.21;71.47;0;False
99706;Female;40.0;AR;57;510 211 28 10;None;0;192.8;68.0;32.78;158.0;86.0;13.43;235.5;105.0;10.6;12.7;6.0;3.43;60.24;1;False
50092;Male;30.0;MS;140;408 485 43 38;None;0;162.6;98.0;27.64;206.2;109.0;17.53;141.6;66.0;6.37;8.2;2.0;2.21;53.75;1;False
65774;Female;47.0;OH;107;510 563 83 71;Voice mail;38;219.4;92.0;37.3;180.5;73.0;15.34;104.1;91.0;4.68;11.0;1.0;2.97;60.29;2;False
65713;Male;34.0;MO;56;415 760 24 42;None;0;137.2;111.0;23.32;165.9;119.0;14.1;182.3;72.0;8.2;14.3;4.0;3.86;49.48;1;False
38601;Female;44.0;TX;159;415 614 57 53;None;0;87.7;103.0;14.91;278.2;97.0;23.65;170.6;93.0;7.68;10.5;10.0;2.84;49.08;1;False
85230;Male;35.0;MD;102;415 962 10 11;None;0;271.1;80.0;46.09;172.0;133.0;14.62;169.2;105.0;7.61;10.3;5.0;2.78;71.1;1;False
18815;Female;;CT;107;408 894 47 60;None;0;103.4;94.0;17.58;189.3;125.0;16.09;227.2;125.0;10.22;14.4;3.0;3.89;47.78;1;False
15760;Male;45.0;SC;106;408 613 33 71;None;0;52.2;106.0;8.87;220.1;113.0;18.71;112.3;95.0;5.05;11.4;2.0;3.08;35.71;2;False
41492;Female;;MI;225;415 436 91 90;None;0;165.4;106.0;28.12;273.7;109.0;23.26;210.0;93.0;9.45;8.7;3.0;2.35;63.18;0;True
66364;Male;36.0;SD;75;408 373 62 87;None;0;147.5;110.0;25.08;191.7;97.0;16.29;135.0;68.0;6.08;16.4;3.0;4.43;51.88;2;False
45518;Male;25.0;CO;86;415 292 71 89;None;0;217.8;93.0;37.03;214.7;95.0;18.25;228.7;70.0;10.29;11.3;7.0;3.05;68.62;0;False
86475;Male;26.0;ID;169;415 891 78 33;None;0;235.7;79.0;40.07;136.9;85.0;11.64;220.9;97.0;9.94;13.3;10.0;3.59;65.24;1;False
33894;Male;44.0;AZ;122;510 493 21 80;Voice mail;22;204.5;92.0;34.77;139.6;121.0;11.87;205.0;103.0;9.23;8.6;5.0;2.32;58.19;2;False
39450;Male;41.0;FL;106;408 183 18 83;None;0;178.4;143.0;30.33;247.0;123.0;21.0;259.9;105.0;11.7;9.6;2.0;2.59;65.62;0;False
66517;Male;29.0;MN;52;415 420 52 89;Voice mail;32;130.1;68.0;22.12;247.2;77.0;21.01;289.4;87.0;13.02;13.5;5.0;3.65;59.8;2;False
36656;Male;36.0;DE;79;415 708 43 26;Voice mail;34;103.7;100.0;17.63;236.3;78.0;20.09;256.6;102.0;11.55;14.8;4.0;4.0;53.27;2;False
16170;Female;26.0;MI;135;415 870 55 78;None;0;239.9;91.0;40.78;177.1;104.0;15.05;217.2;118.0;9.77;5.9;3.0;1.59;67.19;2;False
79375;Male;;MS;70;408 878 68 50;None;0;148.4;110.0;25.23;267.1;90.0;22.7;151.5;101.0;6.82;8.9;4.0;2.4;57.15;0;False
30955;Female;;MA;80;408 980 72 53;None;0;148.6;106.0;25.26;210.8;65.0;17.92;203.7;86.0;9.17;10.0;2.0;2.7;55.05;2;False
49787;Male;;CA;37;415 586 82 74;None;0;191.1;69.0;32.49;129.2;113.0;10.98;207.5;117.0;9.34;12.9;1.0;3.48;56.29;0;False
38893;Male;41.0;MN;161;415 842 56 98;Voice mail;39;218.5;76.0;37.15;112.7;94.0;9.58;205.1;121.0;9.23;7,3;4.0;1.97;57.93;1;False
95652;Female;22.0;VT;137;510 500 46 29;None;0;97.5;95.0;16.58;195.8;82.0;16.64;288.8;78.0;13.0;0.0;0.0;0.0;46.22;1;False
17084;Male;44.0;CT;123;415 392 92 48;None;0;128.7;126.0;21.88;117.6;94.0;10.0;198.4;132.0;8.93;10.8;5.0;2.92;43.73;0;False
33117;Male;;WV;80;415 978 38 61;Voice mail;38;236.6;69.0;40.22;197.5;68.0;16.79;209.5;102.0;9.43;9.5;10.0;2.57;69.01;2;False
96385;Female;38.0;WV;94;415 513 49 34;None;0;85.9;113.0;14.6;226.7;91.0;19.27;279.6;110.0;12.58;15.6;16.0;4.21;50.66;0;False
92254;Female;;NE;105;415 668 57 22;Voice mail;27;141.2;96.0;24.0;167.7;94.0;14.25;274.4;101.0;12.35;11.4;2.0;3.08;53.68;1;False
84201;Male;36.0;NC;73;415 174 21 70;Voice mail;31;194.4;104.0;33.05;176.0;84.0;14.96;230.1;110.0;10.35;11.5;3.0;3.11;61.47;0;False
57781;Female;39.0;NE;112;415 864 42 95;None;0;167.6;100.0;28.49;154.5;90.0;13.13;281.4;107.0;12.66;17.3;3.0;4.67;58.95;2;False
17421;Female;38.0;IL;179;408 208 83 73;None;0;234.5;134.0;39.87;164.2;94.0;13.96;191.4;72.0;8.61;6.1;4.0;1.65;64.09;1;False
24395;Male;36.0;MA;57;510 872 36 48;None;0;154.2;78.0;26.21;196.7;85.0;16.72;253.5;97.0;11.41;10.1;9.0;2.73;57.07;1;False
21061;Male;39.0;AZ;127;415 771 54 68;Voice mail;14;143.2;99.0;24.34;169.9;91.0;14.44;221.6;77.0;9.97;11.6;1.0;3.13;51.88;1;False
53551;Male;;SD;122;415 967 39 28;International, Voice mail;40;216.4;80.0;36.79;249.7;90.0;21.22;185.9;99.0;8.37;12.7;4.0;3.43;69.81;1;False
52070;Female;37.0;MT;33;510 760 26 50;Voice mail;35;161.9;85.0;27.52;151.2;82.0;12.85;191.0;131.0;8.59;8.5;2.0;2.3;51.26;1;False
35496;Male;35.0;VT;94;408 159 31 96;None;0;118.7;90.0;20.18;205.1;57.0;17.43;172.2;100.0;7.75;10.4;6.0;2.81;48.17;3;False
16056;Male;27.0;UT;100;408 425 92 68;None;0;179.1;123.0;30.45;196.6;132.0;16.71;186.7;116.0;8.4;10.2;10.0;2.75;58.31;1;False
58094;Female;;HI;106;415 267 18 47;None;0;147.9;97.0;25.14;209.3;99.0;17.79;162.1;80.0;7.29;8.8;5.0;2.38;52.6;2;False
82670;Male;;DC;148;415 142 37 48;Voice mail;38;209.2;110.0;35.56;116.6;73.0;9.91;109.6;105.0;4.93;16.5;4.0;4.46;54.86;2;False
68178;Female;;WI;120;415 956 61 83;Voice mail;29;244.3;140.0;41.53;322.3;89.0;27.4;166.8;83.0;7.51;10.6;6.0;2.86;79.3;0;False
26118;Female;51.0;UT;91;415 915 31 33;Voice mail;34;175.3;96.0;29.8;262.3;122.0;22.3;143.9;76.0;6.48;5.6;11.0;1.51;60.09;1;False
24675;Female;30.0;WA;86;510 107 20 83;None;0;150.5;92.0;25.59;120.3;95.0;10.23;271.2;96.0;12.2;9.0;2.0;2.43;50.45;1;False
91646;Male;;SD;78;415 579 87 48;Voice mail;25;197.4;73.0;33.56;295.7;113.0;25.13;211.7;73.0;9.53;13.2;2.0;3.56;71.78;0;False
54583;Female;26.0;MT;94;510 582 29 71;None;0;163.5;136.0;27.8;143.7;111.0;12.21;253.4;82.0;11.4;12.6;5.0;3.4;54.81;1;False
67311;Male;38.0;NJ;85;415 913 66 63;;0;236.9;93.0;40.27;197.7;113.0;16.8;309.1;78.0;13.91;11.4;7.0;3.08;74.06;2;True
50263;Female;40.0;CT;89;415 803 64 69;None;0;82.3;77.0;13.99;167.2;80.0;14.21;194.7;70.0;8.76;7.2;4.0;1.94;38.9;1;False
73004;Male;;VA;128;415 554 95 19;None;0;216.0;111.0;36.72;153.7;115.0;13.06;227.0;74.0;10.22;12.7;4.0;3.43;63.43;1;False
49971;Female;33.0;NC;115;415 226 31 25;International;0;180.0;119.0;30.6;198.8;126.0;16.9;217.1;70.0;9.77;12.4;3.0;3.35;60.62;1;False
18509;Female;33.0;AK;76;415 697 20 52;None;0;143.7;55.0;24.43;173.1;108.0;14.71;239.1;95.0;10.76;5.8;6.0;1.57;51.47;1;False
39746;Female;;MD;75;415 435 75 83;Voice mail;39;198.2;107.0;33.69;280.4;132.0;23.83;129.6;73.0;5.83;11.3;7.0;3.05;66.4;1;False
38370;Female;;IL;90;415 108 72 85;Voice mail;29;185.6;106.0;31.55;219.7;113.0;18.67;152.1;120.0;6.84;11.1;5.0;3.0;60.06;2;False
14311;Female;;CT;30;408 407 92 25;None;0;137.6;108.0;23.39;162.0;80.0;13.77;187.7;126.0;8.45;5.8;10.0;1.57;47.18;3;False
98420;Female;;KS;105;415 200 79 94;International;0;273.9;119.0;46.56;278.6;103.0;23.68;255.3;90.0;11.49;10.9;7.0;2.94;84.67;1;True
30345;Male;33.0;MA;102;415 364 64 10;Voice mail;31;125.3;92.0;21.3;141.2;108.0;12.0;168.2;68.0;7.57;6.3;2.0;1.7;42.57;3;False
98227;Female;32.0;NJ;83;415 103 38 75;None;0;178.8;102.0;30.4;167.9;84.0;14.27;178.9;65.0;8.05;8.6;4.0;2.32;55.04;3;False
54761;Female;25.0;AR;63;510 658 42 66;Voice mail;49;214.9;86.0;36.53;198.2;89.0;16.85;170.8;139.0;7.69;8.2;5.0;2.21;63.28;0;False
14039;Female;;MS;155;408 797 53 41;None;0;163.0;93.0;27.71;203.9;102.0;17.33;159.0;109.0;7.15;15.1;4.0;4.08;56.27;2;False
69005;Male;39.0;ND;82;415 613 51 68;Voice mail;29;163.8;77.0;27.85;134.9;112.0;11.47;79.3;95.0;3.57;8.8;2.0;2.38;45.27;2;False
62045;Male;29.0;IN;87;510 156 40 50;None;0;189.5;113.0;32.22;204.9;100.0;17.42;221.7;93.0;9.98;13.4;3.0;3.62;63.24;1;False
43083;Male;29.0;MI;115;415 641 87 52;Voice mail;26;155.2;110.0;26.38;230.9;133.0;19.63;261.6;100.0;11.77;4.5;4.0;1.22;59.0;0;False
84528;Female;26.0;AR;99;510 676 62 35;International;0;242.3;102.0;41.19;350.9;102.0;29.83;163.1;93.0;7.34;11.3;3.0;3.05;81.41;0;True
38227;Female;38.0;VT;121;415 651 48 64;International, Voice mail;44;254.1;127.0;43.2;180.2;108.0;15.32;196.2;129.0;8.83;8.7;4.0;2.35;69.7;3;False
11368;Female;;WV;54;510 192 45 82;Voice mail;33;112.0;90.0;19.04;208.0;112.0;17.68;150.3;83.0;6.76;11.3;4.0;3.05;46.53;2;False
64192;Male;27.0;ME;105;408 945 51 99;None;0;115.5;73.0;19.64;267.3;83.0;22.72;114.2;90.0;5.14;13.3;5.0;3.59;51.09;3;False
30557;Male;26.0;IA;73;415 883 46 83;None;0;137.1;102.0;23.31;210.8;114.0;17.92;191.4;120.0;8.61;11.1;4.0;3.0;52.84;1;False
92306;Female;;CT;95;415 818 65 78;None;0;198.4;113.0;33.73;235.9;144.0;20.05;325.6;99.0;14.65;10.1;3.0;2.73;71.16;0;False
74787;Female;;NM;21;415 978 38 61;Voice mail;19;132.7;94.0;22.56;204.6;101.0;17.39;154.7;78.0;6.96;12.9;7.0;3.48;50.39;3;False
30548;Female;37.0;OR;163;408 893 94 62;Voice mail;25;219.6;99.0;37.33;210.4;99.0;17.88;242.7;88.0;10.92;13.8;8.0;3.73;69.86;2;False
98497;Male;32.0;VT;57;415 975 71 43;None;0;169.6;96.0;28.83;234.7;112.0;19.95;285.4;83.0;12.84;11.2;4.0;3.02;64.64;0;False
92952;Female;;RI;104;408 154 94 14;International;0;160.4;73.0;27.27;293.9;103.0;24.98;306.6;90.0;13.8;12.6;5.0;3.4;69.45;4;False
57594;Female;31.0;RI;83;415 644 69 66;Voice mail;20;95.0;89.0;16.15;167.9;92.0;14.27;200.6;79.0;9.03;11.2;2.0;3.02;42.47;0;False
77687;Male;23.0;NM;141;415 255 81 99;None;0;160.1;87.0;27.22;256.7;120.0;21.82;270.0;107.0;12.15;7.0;1.0;1.89;63.08;2;False
70946;Male;34.0;AL;95;415 911 57 17;None;0;194.6;114.0;33.08;232.8;106.0;19.79;173.4;92.0;7.8;3.8;2.0;1.03;61.7;3;False
90985;Female;;MT;184;415 434 10 42;None;0;236.4;73.0;40.19;287.3;120.0;24.42;192.0;94.0;8.64;13.8;4.0;3.73;76.98;1;True
68965;Male;;CT;74;408 851 18 48;None;0;157.1;95.0;26.71;213.1;36.0;18.11;280.4;77.0;12.62;7.6;3.0;2.05;59.49;2;False
23885;Female;30.0;TN;67;415 447 46 12;None;0;179.8;125.0;30.57;173.2;86.0;14.72;272.8;97.0;12.28;10.9;4.0;2.94;60.51;0;False
31019;Female;;ID;104;415 664 50 25;International;0;148.2;108.0;25.19;161.8;113.0;13.75;259.3;103.0;11.67;11.0;4.0;2.97;53.58;0;False
43588;Female;33.0;TX;71;415 461 40 62;Voice mail;39;183.2;103.0;31.14;209.4;111.0;17.8;172.4;109.0;7.76;11.9;6.0;3.21;59.91;1;False
13387;Male;32.0;NH;149;415 265 69 45;None;0;119.2;88.0;20.26;168.3;110.0;14.31;204.7;119.0;9.21;12.2;6.0;3.29;47.07;4;True
31341;Female;26.0;ND;154;408 503 78 41;Voice mail;35;224.0;102.0;38.08;192.0;99.0;16.32;163.1;100.0;7.34;9.6;2.0;2.59;64.33;0;False
98551;Male;42.0;SC;138;510 105 96 41;Voice mail;21;19.5;149.0;3.32;140.9;109.0;11.98;179.7;111.0;8.09;7.9;1.0;2.13;25.52;0;False
75097;Male;21.0;KS;117;415 117 35 49;None;0;184.8;83.0;31.42;248.6;101.0;21.13;133.1;113.0;5.99;9.6;8.0;2.59;61.13;1;False
95933;Male;34.0;ME;130;408 719 69 41;None;0;176.3;140.0;29.97;201.0;104.0;17.09;161.9;123.0;7.29;11.3;5.0;3.05;57.4;1;False
92758;Male;42.0;RI;73;415 503 64 60;None;0;241.7;115.0;41.09;168.5;133.0;14.32;169.8;122.0;7.64;11.1;2.0;3.0;66.05;2;False
87066;Female;;WI;100;510 931 93 22;Voice mail;38;224.7;121.0;38.2;294.0;131.0;24.99;290.0;61.0;13.05;9.8;6.0;2.65;78.89;0;False
21493;Female;;NC;149;510 583 49 32;None;0;207.3;115.0;35.24;198.4;82.0;16.86;114.1;83.0;5.13;8.6;4.0;2.32;59.55;1;False
90897;Female;29.0;OH;29;408 192 54 84;None;0;196.8;81.0;33.46;168.0;110.0;14.28;132.6;98.0;5.97;12.7;7.0;3.43;57.14;2;False
98933;Female;36.0;WY;131;510 231 65 98;None;0;110.9;74.0;18.85;115.6;90.0;9.83;190.5;114.0;8.57;15.8;9.0;4.27;41.52;1;False
88188;Male;34.0;NJ;153;510 320 52 95;None;0;122.5;145.0;20.83;273.3;103.0;23.23;197.8;71.0;8.9;8.0;3.0;2.16;55.12;2;False
70932;Female;;ND;84;510 611 26 10;None;0;226.9;144.0;38.57;201.6;122.0;17.14;130.2;121.0;5.86;13.2;5.0;3.56;65.13;2;False
59670;Female;;WI;133;510 265 62 68;None;0;187.0;65.0;31.79;141.4;128.0;12.02;238.2;108.0;10.72;10.0;8.0;2.7;57.23;2;False
33392;Female;31.0;KY;112;415 332 84 82;None;0;170.5;113.0;28.99;193.2;129.0;16.42;188.0;91.0;8.46;11.2;6.0;3.02;56.89;0;False
93883;Female;35.0;NY;87;415 915 94 15;None;0;204.8;101.0;34.82;161.0;80.0;13.69;285.7;89.0;12.86;9.5;3.0;2.57;63.94;0;False
42914;Female;;MO;72;415 609 70 79;;0;165.9;114.0;28.2;235.9;97.0;20.05;210.1;120.0;9.45;12.0;5.0;3.24;60.94;2;False
34878;Male;28.0;AZ;66;510 280 60 50;;0;154.0;133.0;26.18;198.9;121.0;16.91;151.9;100.0;6.84;9.5;3.0;2.57;52.5;4;True
97262;Male;49.0;MN;65;510 435 89 91;Voice mail;29;158.1;104.0;26.88;322.2;81.0;27.39;210.0;96.0;9.45;8.9;6.0;2.4;66.12;1;False
99271;Male;38.0;CO;74;415 235 28 59;None;0;225.2;93.0;38.28;215.1;120.0;18.28;241.8;95.0;10.88;9.1;2.0;2.46;69.9;2;False
93178;Male;29.0;MD;116;408 400 19 34;None;0;159.4;79.0;27.1;179.5;88.0;15.26;167.8;71.0;7.55;9.7;2.0;2.62;52.53;6;True
82839;Male;34.0;AR;68;510 743 78 23;None;0;172.7;95.0;29.36;139.1;90.0;11.82;174.3;99.0;7.84;11.7;1.0;3.16;52.18;2;False
28828;Female;26.0;TN;68;415 472 89 88;None;0;222.8;99.0;37.88;175.8;85.0;14.94;202.0;111.0;9.09;11.0;3.0;2.97;64.88;3;False
23572;Female;29.0;DE;54;415 164 60 65;International;0;214.1;77.0;36.4;240.5;94.0;20.44;188.9;75.0;8.5;10.1;3.0;2.73;68.07;1;False
52603;Female;;TN;99;408 265 52 33;None;0;54.8;92.0;9.32;173.0;103.0;14.71;195.1;125.0;8.78;7.5;3.0;2.03;34.84;1;False
20248;Female;29.0;WI;107;408 692 96 56;None;0;134.0;104.0;22.78;174.5;94.0;14.83;311.1;79.0;14.0;7.3;3.0;1.97;53.58;3;False
28857;Male;37.0;WV;124;510 789 97 52;None;0;184.8;74.0;31.42;175.1;84.0;14.88;158.2;95.0;7.12;10.5;6.0;2.84;56.26;1;False
66111;Female;38.0;CT;95;415 314 95 46;Voice mail;36;283.1;112.0;48.13;286.2;86.0;24.33;261.7;129.0;11.78;11.3;3.0;3.05;87.29;3;False
56315;Female;;MN;173;510 585 68 10;None;0;291.8;143.0;49.61;214.3;134.0;18.22;151.2;119.0;6.8;9.9;2.0;2.67;77.3;0;True
71484;Female;39.0;MO;110;408 801 72 42;None;0;222.7;94.0;37.86;105.8;98.0;8.99;214.8;78.0;9.67;13.5;4.0;3.65;60.17;1;False
73559;Female;;VA;102;510 566 12 48;None;0;174.5;79.0;29.67;236.8;136.0;20.13;270.4;110.0;12.17;8.5;5.0;2.3;64.27;0;False
